State,State Code,County,County Code,Age of Mother,Age of Mother Code,Deaths,Births,Death Rate
Pennsylvania,42,"Delaware County, PA",42045,30-34 years,30-34,14,2367,5.91 (Unreliable)
Pennsylvania,42,"Lancaster County, PA",42071,20-24 years,20-24,11,1459,7.54 (Unreliable)
Pennsylvania,42,"Lancaster County, PA",42071,30-34 years,30-34,10,1979,5.05 (Unreliable)
Pennsylvania,42,"Lehigh County, PA",42077,25-29 years,25-29,10,1286,7.78 (Unreliable)
Pennsylvania,42,"Montgomery County, PA",42091,25-29 years,25-29,14,2161,6.48 (Unreliable)
Pennsylvania,42,"Montgomery County, PA",42091,30-34 years,30-34,18,3554,5.06 (Unreliable)
Pennsylvania,42,"Philadelphia County, PA",42101,15-19 years,15-19,14,1308,10.70 (Unreliable)
Pennsylvania,42,"Philadelphia County, PA",42101,20-24 years,20-24,53,4658,11.38
Pennsylvania,42,"Philadelphia County, PA",42101,25-29 years,25-29,47,6191,7.59
Pennsylvania,42,"Philadelphia County, PA",42101,30-34 years,30-34,38,5896,6.45
Pennsylvania,42,"Philadelphia County, PA",42101,35-39 years,35-39,20,2819,7.09
Pennsylvania,42,"York County, PA",42133,25-29 years,25-29,10,1609,6.22 (Unreliable)
Pennsylvania,42,"Unidentified Counties, PA",42999,15-19 years,15-19,20,2199,9.10
Pennsylvania,42,"Unidentified Counties, PA",42999,20-24 years,20-24,65,9304,6.99
Pennsylvania,42,"Unidentified Counties, PA",42999,25-29 years,25-29,65,13425,4.84
Pennsylvania,42,"Unidentified Counties, PA",42999,30-34 years,30-34,59,11291,5.23
Pennsylvania,42,"Unidentified Counties, PA",42999,35-39 years,35-39,24,4584,5.24
Rhode Island,44,"Providence County, RI",44007,25-29 years,25-29,12,2139,5.61 (Unreliable)
Rhode Island,44,"Providence County, RI",44007,30-34 years,30-34,12,2101,5.71 (Unreliable)
South Carolina,45,"Charleston County, SC",45019,25-29 years,25-29,10,1320,7.58 (Unreliable)
South Carolina,45,"Greenville County, SC",45045,20-24 years,20-24,10,1240,8.06 (Unreliable)
South Carolina,45,"Greenville County, SC",45045,25-29 years,25-29,10,1876,5.33 (Unreliable)
South Carolina,45,"Richland County, SC",45079,25-29 years,25-29,13,1496,8.69 (Unreliable)
South Carolina,45,"Unidentified Counties, SC",45999,15-19 years,15-19,21,2354,8.92
South Carolina,45,"Unidentified Counties, SC",45999,20-24 years,20-24,81,8183,9.90
South Carolina,45,"Unidentified Counties, SC",45999,25-29 years,25-29,65,9778,6.65
South Carolina,45,"Unidentified Counties, SC",45999,30-34 years,30-34,34,6982,4.87
South Carolina,45,"Unidentified Counties, SC",45999,35-39 years,35-39,26,3214,8.09
South Dakota,46,"Unidentified Counties, SD",46999,20-24 years,20-24,15,2616,5.73 (Unreliable)
South Dakota,46,"Unidentified Counties, SD",46999,25-29 years,25-29,24,4167,5.76
South Dakota,46,"Unidentified Counties, SD",46999,30-34 years,30-34,13,3315,3.92 (Unreliable)
Tennessee,47,"Davidson County, TN",47037,20-24 years,20-24,25,1764,14.17
Tennessee,47,"Davidson County, TN",47037,25-29 years,25-29,19,2895,6.56 (Unreliable)
Tennessee,47,"Davidson County, TN",47037,30-34 years,30-34,12,3123,3.84 (Unreliable)
Tennessee,47,"Hamilton County, TN",47065,20-24 years,20-24,14,939,14.91 (Unreliable)
Tennessee,47,"Knox County, TN",47093,20-24 years,20-24,12,1038,11.56 (Unreliable)
Tennessee,47,"Rutherford County, TN",47149,25-29 years,25-29,12,1306,9.19 (Unreliable)
Tennessee,47,"Shelby County, TN",47157,15-19 years,15-19,10,1089,9.18 (Unreliable)
Tennessee,47,"Shelby County, TN",47157,20-24 years,20-24,32,3356,9.54
Tennessee,47,"Shelby County, TN",47157,25-29 years,25-29,37,3930,9.41
Tennessee,47,"Shelby County, TN",47157,30-34 years,30-34,22,3062,7.18
Tennessee,47,"Shelby County, TN",47157,35-39 years,35-39,16,1481,10.80 (Unreliable)
Tennessee,47,"Unidentified Counties, TN",47999,15-19 years,15-19,21,3393,6.19
Tennessee,47,"Unidentified Counties, TN",47999,20-24 years,20-24,93,12528,7.42
Tennessee,47,"Unidentified Counties, TN",47999,25-29 years,25-29,91,13559,6.71
Tennessee,47,"Unidentified Counties, TN",47999,30-34 years,30-34,55,9605,5.73
Tennessee,47,"Unidentified Counties, TN",47999,35-39 years,35-39,34,3917,8.68
Tennessee,47,"Unidentified Counties, TN",47999,40-44 years,40-44,10,769,13.00 (Unreliable)
Texas,48,"Bell County, TX",48027,20-24 years,20-24,21,1955,10.74
Texas,48,"Bell County, TX",48027,25-29 years,25-29,11,1975,5.57 (Unreliable)
Texas,48,"Bexar County, TX",48029,15-19 years,15-19,12,2028,5.92 (Unreliable)
Texas,48,"Bexar County, TX",48029,20-24 years,20-24,38,6723,5.65
Texas,48,"Bexar County, TX",48029,25-29 years,25-29,54,8182,6.60
Texas,48,"Bexar County, TX",48029,30-34 years,30-34,39,6900,5.65
Texas,48,"Bexar County, TX",48029,35-39 years,35-39,21,3337,6.29
Texas,48,"Bexar County, TX",48029,40-44 years,40-44,13,716,18.16 (Unreliable)
Texas,48,"Collin County, TX",48085,30-34 years,30-34,15,4082,3.67 (Unreliable)
Texas,48,"Collin County, TX",48085,35-39 years,35-39,13,2063,6.30 (Unreliable)
Texas,48,"Dallas County, TX",48113,15-19 years,15-19,27,3007,8.98
Texas,48,"Dallas County, TX",48113,20-24 years,20-24,52,9018,5.77
Texas,48,"Dallas County, TX",48113,25-29 years,25-29,49,11426,4.29
Texas,48,"Dallas County, TX",48113,30-34 years,30-34,58,10391,5.58
Texas,48,"Dallas County, TX",48113,35-39 years,35-39,26,5244,4.96
Texas,48,"Dallas County, TX",48113,40-44 years,40-44,16,1146,13.96 (Unreliable)
Texas,48,"Denton County, TX",48121,25-29 years,25-29,20,2934,6.82
Texas,48,"Denton County, TX",48121,30-34 years,30-34,13,3317,3.92 (Unreliable)
Texas,48,"El Paso County, TX",48141,20-24 years,20-24,10,3942,2.54 (Unreliable)
Texas,48,"El Paso County, TX",48141,25-29 years,25-29,17,3783,4.49 (Unreliable)
Texas,48,"El Paso County, TX",48141,30-34 years,30-34,12,2606,4.60 (Unreliable)
Texas,48,"Fort Bend County, TX",48157,25-29 years,25-29,16,2560,6.25 (Unreliable)
Texas,48,"Fort Bend County, TX",48157,30-34 years,30-34,12,3707,3.24 (Unreliable)
Texas,48,"Harris County, TX",48201,15-19 years,15-19,35,4792,7.30
Texas,48,"Harris County, TX",48201,20-24 years,20-24,109,15192,7.17
Texas,48,"Harris County, TX",48201,25-29 years,25-29,130,20286,6.41
Texas,48,"Harris County, TX",48201,30-34 years,30-34,97,19768,4.91
Texas,48,"Harris County, TX",48201,35-39 years,35-39,49,9972,4.91
Texas,48,"Harris County, TX",48201,40-44 years,40-44,12,2211,5.43 (Unreliable)
Texas,48,"Hidalgo County, TX",48215,15-19 years,15-19,10,1693,5.91 (Unreliable)
Texas,48,"Hidalgo County, TX",48215,20-24 years,20-24,19,4270,4.45 (Unreliable)
Texas,48,"Hidalgo County, TX",48215,25-29 years,25-29,16,4150,3.86 (Unreliable)
Texas,48,"Hidalgo County, TX",48215,30-34 years,30-34,15,2986,5.02 (Unreliable)
Texas,48,"Jefferson County, TX",48245,20-24 years,20-24,12,1039,11.55 (Unreliable)
Texas,48,"Jefferson County, TX",48245,25-29 years,25-29,11,1104,9.96 (Unreliable)
Texas,48,"Montgomery County, TX",48339,20-24 years,20-24,18,1530,11.76 (Unreliable)
Texas,48,"Nueces County, TX",48355,20-24 years,20-24,12,1285,9.34 (Unreliable)
Texas,48,"Tarrant County, TX",48439,15-19 years,15-19,22,1781,12.35
Texas,48,"Tarrant County, TX",48439,20-24 years,20-24,33,6121,5.39
Texas,48,"Tarrant County, TX",48439,25-29 years,25-29,54,8606,6.27
Texas,48,"Tarrant County, TX",48439,30-34 years,30-34,41,7771,5.28
Texas,48,"Tarrant County, TX",48439,35-39 years,35-39,26,3640,7.14
Texas,48,"Travis County, TX",48453,20-24 years,20-24,12,2471,4.86 (Unreliable)
Texas,48,"Travis County, TX",48453,25-29 years,25-29,16,3893,4.11 (Unreliable)
Texas,48,"Travis County, TX",48453,30-34 years,30-34,13,5230,2.49 (Unreliable)
Texas,48,"Williamson County, TX",48491,30-34 years,30-34,16,2250,7.11 (Unreliable)
Texas,48,"Unidentified Counties, TX",48999,15-19 years,15-19,64,9104,7.03
Texas,48,"Unidentified Counties, TX",48999,20-24 years,20-24,186,28088,6.62
Texas,48,"Unidentified Counties, TX",48999,25-29 years,25-29,162,30375,5.33
Texas,48,"Unidentified Counties, TX",48999,30-34 years,30-34,117,21471,5.45
Texas,48,"Unidentified Counties, TX",48999,35-39 years,35-39,49,8649,5.67
Texas,48,"Unidentified Counties, TX",48999,40-44 years,40-44,18,1658,10.86 (Unreliable)
Utah,49,"Davis County, UT",49011,25-29 years,25-29,12,2025,5.93 (Unreliable)
Utah,49,"Salt Lake County, UT",49035,20-24 years,20-24,13,3305,3.93 (Unreliable)
Utah,49,"Salt Lake County, UT",49035,25-29 years,25-29,28,5639,4.97
Utah,49,"Salt Lake County, UT",49035,30-34 years,30-34,27,4946,5.46
Utah,49,"Salt Lake County, UT",49035,35-39 years,35-39,16,2516,6.36 (Unreliable)
Utah,49,"Utah County, UT",49049,20-24 years,20-24,15,2531,5.93 (Unreliable)
Utah,49,"Utah County, UT",49049,25-29 years,25-29,28,4370,6.41
Utah,49,"Utah County, UT",49049,30-34 years,30-34,24,3175,7.56
Utah,49,"Utah County, UT",49049,35-39 years,35-39,10,1385,7.22 (Unreliable)
Utah,49,"Unidentified Counties, UT",49999,20-24 years,20-24,18,3745,4.81 (Unreliable)
Utah,49,"Unidentified Counties, UT",49999,25-29 years,25-29,19,4983,3.81 (Unreliable)
Utah,49,"Unidentified Counties, UT",49999,30-34 years,30-34,19,3882,4.89 (Unreliable)
Utah,49,"Unidentified Counties, UT",49999,35-39 years,35-39,10,1593,6.28 (Unreliable)
Virginia,51,"Fairfax County, VA",51059,25-29 years,25-29,12,3151,3.81 (Unreliable)
Virginia,51,"Fairfax County, VA",51059,30-34 years,30-34,13,5411,2.40 (Unreliable)
Virginia,51,"Fairfax County, VA",51059,35-39 years,35-39,17,3462,4.91 (Unreliable)
Virginia,51,"Virginia Beach city, VA",51810,25-29 years,25-29,10,1796,5.57 (Unreliable)
Virginia,51,"Unidentified Counties, VA",51999,15-19 years,15-19,30,3065,9.79
Virginia,51,"Unidentified Counties, VA",51999,20-24 years,20-24,102,13632,7.48
Virginia,51,"Unidentified Counties, VA",51999,25-29 years,25-29,129,18672,6.91
Virginia,51,"Unidentified Counties, VA",51999,30-34 years,30-34,88,16911,5.20
Virginia,51,"Unidentified Counties, VA",51999,35-39 years,35-39,49,8052,6.09
Virginia,51,"Unidentified Counties, VA",51999,40-44 years,40-44,10,1557,6.42 (Unreliable)
Washington,53,"King County, WA",53033,20-24 years,20-24,18,2423,7.43 (Unreliable)
Washington,53,"King County, WA",53033,25-29 years,25-29,25,6014,4.16
Washington,53,"King County, WA",53033,30-34 years,30-34,37,10085,3.67
Washington,53,"King County, WA",53033,35-39 years,35-39,13,5686,2.29 (Unreliable)
Washington,53,"Pierce County, WA",53053,20-24 years,20-24,12,2563,4.68 (Unreliable)
Washington,53,"Pierce County, WA",53053,25-29 years,25-29,11,3743,2.94 (Unreliable)
Washington,53,"Pierce County, WA",53053,30-34 years,30-34,15,3258,4.60 (Unreliable)
Washington,53,"Snohomish County, WA",53061,25-29 years,25-29,16,3057,5.23 (Unreliable)
Washington,53,"Snohomish County, WA",53061,30-34 years,30-34,16,3434,4.66 (Unreliable)
Washington,53,"Unidentified Counties, WA",53999,15-19 years,15-19,10,1597,6.26 (Unreliable)
Washington,53,"Unidentified Counties, WA",53999,20-24 years,20-24,34,5619,6.05
Washington,53,"Unidentified Counties, WA",53999,25-29 years,25-29,38,7804,4.87
Washington,53,"Unidentified Counties, WA",53999,30-34 years,30-34,27,6146,4.39
Washington,53,"Unidentified Counties, WA",53999,35-39 years,35-39,10,2683,3.73 (Unreliable)
West Virginia,54,"Unidentified Counties, WV",54999,15-19 years,15-19,12,1555,7.72 (Unreliable)
West Virginia,54,"Unidentified Counties, WV",54999,20-24 years,20-24,45,5541,8.12
West Virginia,54,"Unidentified Counties, WV",54999,25-29 years,25-29,37,5910,6.26
West Virginia,54,"Unidentified Counties, WV",54999,30-34 years,30-34,33,4069,8.11
Wisconsin,55,"Dane County, WI",55025,30-34 years,30-34,18,2408,7.48 (Unreliable)
Wisconsin,55,"Milwaukee County, WI",55079,15-19 years,15-19,10,877,11.40 (Unreliable)
Wisconsin,55,"Milwaukee County, WI",55079,20-24 years,20-24,27,3006,8.98
Wisconsin,55,"Milwaukee County, WI",55079,25-29 years,25-29,29,3920,7.40
Wisconsin,55,"Milwaukee County, WI",55079,30-34 years,30-34,19,3839,4.95 (Unreliable)
Wisconsin,55,"Milwaukee County, WI",55079,35-39 years,35-39,18,1683,10.70 (Unreliable)
Wisconsin,55,"Unidentified Counties, WI",55999,15-19 years,15-19,18,1742,10.33 (Unreliable)
Wisconsin,55,"Unidentified Counties, WI",55999,20-24 years,20-24,49,7988,6.13
Wisconsin,55,"Unidentified Counties, WI",55999,25-29 years,25-29,81,14413,5.62
Wisconsin,55,"Unidentified Counties, WI",55999,30-34 years,30-34,78,12799,6.09
Wisconsin,55,"Unidentified Counties, WI",55999,35-39 years,35-39,29,5095,5.69
Wyoming,56,"Unidentified Counties, WY",56999,20-24 years,20-24,11,1760,6.25 (Unreliable)
Wyoming,56,"Unidentified Counties, WY",56999,25-29 years,25-29,13,2362,5.50 (Unreliable)
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
